 planet number, system id,  a [AU],   M [Mearth],  R [Rearth],  ecc,   inc,  stellar [Fe/H]      
            312              16      6.6482         0.21901         0.84389         0.23912E-04     0.86685E-03    -0.34016    
            313              16     0.57083         0.48531         0.77665         0.21137E-05     0.52850E-04    -0.34016    
            314              16     0.21616         0.20686         0.58812         0.38525E-05     0.34611E-04    -0.34016    
            315              16     0.82528         0.49760         0.78428         0.12495E-04     0.82155E-04    -0.34016    
            316              16     0.77402E-01     0.15387         0.53381         0.20180E-05     0.81358E-06    -0.34016    
            317              16     0.17642         0.23611         0.61301         0.82883E-05     0.19489E-04    -0.34016    
            318              16     0.12556         0.12993         0.50763         0.74641E-05     0.24532E-04    -0.34016    
            319              16      26.905         0.10311         0.87878         0.74141E-04     0.13548E-02    -0.34016    
            320              17     0.33808          1.1414          1.0068         0.21029E-04     0.25733E-05     0.39145    
            321              17     0.48201          1.4682          1.4546         0.45787E-05     0.30238E-05     0.39145    
            322              17      4.8777         0.89070          1.3193         0.51271E-04     0.10435E-02     0.39145    
            323              17     0.11510         0.33212         0.68339         0.80367E-05     0.26284E-04     0.39145    
            324              17      10.295         0.16678         0.81604         0.46627E-04     0.71277E-02     0.39145    
            325              17      1.6489         0.97655          1.2344         0.61037E-05     0.11917E-02     0.39145    
            326              17      33.903         0.10029         0.79123         0.91693E-04     0.77471E-02     0.39145    
            327              17     0.18828         0.56551         0.80617         0.13111E-04     0.23106E-04     0.39145    
            328              17      2.1161         0.82961          1.0807         0.73387E-03     0.20625E-03     0.39145    
            329              17      7.5715         0.26788         0.91016         0.20605E-04     0.74213E-02     0.39145    
            330              17     0.69492E-01     0.14582         0.54632         0.12844E-04     0.27735E-04     0.39145    
            331              17      10.983         0.15900         0.84234         0.47114E-04     0.11810E-02     0.39145    
            332              17     0.65522E-01     0.17006         0.58943         0.10294E-04     0.32219E-04     0.39145    
            333              17      19.426         0.10532          1.3263         0.73924E-04     0.78874E-03     0.39145    
            334              17     0.23156         0.70325         0.86351         0.26225E-05     0.92101E-05     0.39145    
            335              17      23.273         0.10206          1.0670         0.75836E-04     0.35021E-03     0.39145    
            336              17      3.4140          2.2727          1.8527         0.80693E-04     0.53294E-02     0.39145    
            337              17     0.12764         0.24115         0.61754         0.38863E-05     0.15000E-04     0.39145    
            338              17      1.4550          1.0633          1.3545         0.80707E-05     0.21526E-02     0.39145    
            339              17      1.2515          1.2685          1.4065         0.73638E-05     0.15454E-02     0.39145    
            340              18      4.6369          1.1582          1.5328         0.74367E-03     0.25812E-02    -0.28299E-02
            341              18      37.769         0.10121         0.90135         0.18636E-03     0.86758E-02    -0.28299E-02
            342              18      1.7757         0.81162          1.1773         0.35128E-04     0.25225E-03    -0.28299E-02
            343              18     0.17253         0.47758         0.76482         0.37319E-05     0.37104E-06    -0.28299E-02
            344              18     0.85426E-01     0.24055         0.61653         0.26414E-05     0.23981E-06    -0.28299E-02
            345              18     0.74224         0.75449          1.1868         0.11329E-04     0.98161E-05    -0.28299E-02
            346              18      1.0063         0.56122          1.0621         0.15885E-04     0.16699E-03    -0.28299E-02
            347              18      2.6352          1.8315          2.0052         0.13189E-02     0.99554E-03    -0.28299E-02
            348              18      6.3505         0.41015          1.0424         0.13870E-04     0.56425E-02    -0.28299E-02
            349              18     0.12275         0.33531         0.68524         0.57321E-05     0.49219E-06    -0.28299E-02
